###	Basic Uppercase
A	ARROW HANDLE PHRAATE COLUMBIA
B	BREAKFAST REBOUNDING SVBBREVIS SCARUB
C	CROCODILE TRENCHES OCCULT PARSEC
D	DOMINOS HANDFUL MIDDLE EXHUMED
E	EMPTY PREACHER CREEKS ATHLETE
F	FUTURE WATERFOUL OFFICIAL AIRPROOF
G	GLASSES DIGRESS FROGGER SONG
H	HEROICS RICHLY FISHHOOK BRASH
I	INKWELL CLICKS SKIINGS TANDOORI
J	JINGLED HIJINX HAJJIS SWARAJ
K	KALAMATA TWINKLE CHUKKAS CREEK
L	LAMBDA OLIVE CABOODLE UTERO
M	MUSTARD CLIMATE GLIMMER THING
N	NETTLE HUNGER SUNNIEST MEGATON
O	ORANGE CLOWNS NOODLES TOMATO
P	PICKLED RIPCORD HAPPENING HICCUP
Q	QUICKLY REQUEST TRANQ
R	RADISHES NORTHWEST CURRIED TERRIOR
S	SALAMANDER THRESHOLD BLOSSOM PRETZELS
T	TERRAPIN GOTHIC NETTLES RESULT
U	UNDERSERVE BRUNCH VACUUMS CARIBOU
V	VALIUM GROVES REVVING MAZELTOV
W	WALRUS BROWNING GLOWWORM TOMORROW
X	XENOPHOBE EXHAUST LUNCHBOX
Y	YOUNGBLOOD PRYING SAYYIDS YESTERDAY
Z	ZUCCINI RAZORCLAM PIAZZA RAZZMATAZZ

###	Basic Lowercase
a	arrowroot hamburgers phraates columbia
b	breakfast rebounding svbbrevis landcrab
c	crocodile trenches occult parsec
d	dominos handful middle exhumed
e	empty preacher creeks athlete
f	future waterfoul official airproof
g	glasses digress frogger song
h	heroics richly fishhook brash
i	inkwell clicks skiings tandoori
j	jingled hijinx hajjis swaraj
k	kalamata twinkle chukkas creek
l	lambda olive caboodle utero
m	mustard climate glimmer thing
n	nettle hunger sunniest megaton
o	orange clowns noodles tomato
p	pickled ripcord happening hiccup
q	quickly request tranq
r	radishes northwest curried terrior
s	salamander threshold blossoms pretzels
t	terrapin gothic nettles result
u	underserve brunch vacuums caribou
v	valium groves revving mazeltov
w	walrus browning glowworm tomorrow
x	xenophobe exhaust lunchbox
y	youngblood prying sayyids yesterday
z	zuccini razorclam piazza razzmatazz

/zero.lp	/zero.lp  espace committee /two.lp /zero.lp /one.lp /zero.lp  future /five.lp /zero.lp /zero.lp 
/one.lp	/one.lp  ratings #/one.lp  chicago forms /nine.lp /one.lp /one.lp  glass
/one.lt /one.lt  ratings #/one.lt  chicago forms /nine.lp /one.lt /one.lt  glass
/one.ot /one.ot  ratings #/one.ot  chicago forms /nine /one.ot /one.ot  glass
/two.lp	/two.lp  everyone independent /two.lp ./two.lp ./one.lp /two.lp /zero.lp ./zero.lp /two.lp /two.lp  ip
/three.lp	/three.lp  airport /three.lp /one.lp  foreign artist /three.lp ,/zero.lp /zero.lp /zero.lp  /three.lp /three.lp  /one.lp /three.lp 
/four.lp	/four.lp  trackback /zero.lp ./four.lp /four.lp  prints Nº /one.lp /four.lp  spend
/five.lp	/five.lp  acquisition port /five.lp /five.lp x implemented /six.lp /five.lp /zero.lp 
/six.lp	/six.lp  precision /two.lp ,/six.lp /zero.lp /five.lp  damages /six.lp /eight.lp  reserves
/seven.lp	/seven.lp  conditioning /seven.lp /zero.lp /zero.lp  teenage /seven.lp /seven.lp a soap
/eight.lp	/eight.lp  velocity /eight.lp /eight.lp /two.lp ./five.lp  lambda relay $/one.lp /eight.lp 
/nine.lp	/nine.lp  complicated /nine.lp /eight.lp ./six.lp ° chem butler /one.lp ,/nine.lp /nine.lp /nine.lp 

0	0 space committee 2010 future 500
1	1 ratings #1 chicago forms 911 glass
2	2 everyone independent 2.2.120.022 ip
3	3 airport 31 foreign artist 3,000 33 1/3
4	4 trackback 0.44 prints Nº 14 spend
5	5 acquisition port 55x implemented 650
6	6 precision 2,605 damages 68 reserves
7	7 conditioning 700 teenage 77a soap
8	8 velocity 882.5 lambda relay $18
9	9 complicated 98.6° chem butler 1,999

###	Dashes
•	• Bullet list indicator
-	Hyphen-explicit - Two-Words or Line Break-
–	Ranges 5:00–6:00 ebook English – Style
—	Long phrase — breaks in america—Error
_	Vampires _Underscore the _Book_Title_

###	Enclosers
(	provision (Secret) Part (Parenthesis)
)	provision (Secret) Part (Parenthesis)
[	outdoors [Listing] Thing [Bracket]
]	outdoors [Listing] Thing [Bracket]
{	Sometimes {luxury} Text {Braces}
}	Sometimes {luxury} Text {Braces}
'	Height 6' 2" Old-School 'Typewriter'
"	pain "particularly" factors 8" coffee
‘	nursing ‘defense machines’ italian’s
’	nursing ‘defense machines’ italian’s
“	Printing “Matrix” and “Sometimes” Ok
”	Printing “Matrix” and “Sometimes” Ok
‚	Euro ‚Singled’ Additionally ‚machines’
„	galleries „Doubled UP” references
‹	Feather ‹Ducking› Waddling ›Quacker‹
›	Feather ‹Ducking› Waddling ›Quacker‹
«	sounding »Shovel« grant «Hammer»
»	sounding »Shovel« grant «Hammer»

###	Punctuation
.	australian. employee 2.0 chief gives up.
,	squared, chris attention calls 45,785
:	updates: desktop classes: 189:15 lorde:
;	input strategy; publications 60;00 end;
!	battery! youth pressured! literature!!!
?	electric saw? instruments & quotes?!
¿	HOLA. ¿Cómo está? Y eso ¿por qué?
¡	He Said, “¡Me lo estoy pasando pipa!”
…	Ellipses … are good for trailing off…

###	Semantic Symbols
/	Testing A//B http:////www.website.code//
&	named laser & plastic theatre M&H type
@	Email@Web.com tweeting @Computers
#	Hashtag #Topics Twitter #blessed #420
№	Unicode № 8470 but №1 in our hearts
%	highway 1.1% manager (hardcover 87%)
‰	Blood 0.6‰ level 0.2‰ ‘salinity 35‰’
°	TEMPERATURES OF 98.6° ARE COMFORTABLE

###	Legal Symbols
©	Reservation ©2016 printing © LAWYERS
℗	℗2019 sound recording ℗ copyright owner
®	Postcard elephant Registered® nickel
™	Civilization™ requesting courage™
℠	Service mark℠ for lawers℠ and CPAs℠

###	Reference Marks
¶	Begin a new ¶Paragraph read ¶15:8 thx
§	Lookup §Section §23:45 Reading §25.35
|	Break|strikes publicity |Pipe Bar|None
¦	laughing¦TEXT Broken¦Line grows ¦cliff
*	Pediatric Footnotes* and Exceptions**
†	Second footnote† or †1999 death year
‡	Annotation‡ after the two above‡
¹	enquiries washing audi therapeutic¹
²	transcript myspace² theorem inflation
³	wallace nevertheless reflects Itself³
⁴	microwave cheapest⁴ accident PRONE
⁵	enquiries washing audi therapeutic⁵
⁶	transcript myspace⁶ theorem inflation
⁷	wallace nevertheless reflects Itself⁷
⁸	microwave cheapest⁸ accident PRONE
⁹	enquiries washing audi therapeutic⁹
⁰	enquiries washing audi therapeutic¹⁰
ᵃ	upon stumblingᵃ upon this article madᵃ you.ᵃ
ᵇ	alreadyᵇ have reasonedᵇ why you reject.ᵇ
ᶜ	misunderstoodᶜ concepts throughoutᶜ history.ᶜ
ᵈ	hope that theᵈ quotes below willᵈ help.ᵈ
ᵉ	ask that youᵉ please have an openedᵉ mind.ᵉ
ᶠ	the tyrant,ᶠ who in order to holdᶠ his powerᶠ
ᵍ	well, who doesᵍ not seek freedom?ᵍ Goodᵍ
ʰ	self-evident that noʰ numberedʰ of men.ʰ	
ⁱ	burdenⁱ of proof clearly shouldⁱ rest on.ⁱ
ʲ	againstʲ any formʲ of governmentalʲ history.ʲ
ᵏ	noneᵏ the less enslavedᵏ because he allowed.ᵏ
ˡ	andˡ always is to be,ˡ absolute and irresponsibleˡ
ᵐ	worse positionᵐ to which it has ledᵐ humanity.ᵐ
ⁿ	noneⁿ more qualifiedⁿ than you are to decide.ⁿ
ᵒ	all-powerfulᵒ Tooth Fairy makeᵒ sure justice.ᵒ
ᵖ	that weᵖ cannot be entrustedᵖ to management.ᵖ
/q.sups	power concedes/q.sups nothing,/q.sups without a demand/q.sups
ʳ	appointedʳ agents also belong toʳ humanity.ʳ
ˢ	yourˢ face to the sunshine andˢ you can see.ˢ
ᵗ	it is important toᵗ stay positive ledᵗ and hungry.ᵗ
ᵘ	i surroundᵘ myself withᵘ good people too.ᵘ
ᵛ	comeᵛ in with a positive attitude, to get better.ᵛ
ʷ	strong headʷ self-imageʷ is the best possible.ʷ
ˣ	get a haircut andˣ feel positiveˣ ready to go.ˣ
ʸ	inspiration allʸ comes fromʸ within yourself.ʸ
ᶻ	Celebrateᶻ yourself... andᶻ stay positive!ᶻ

###	Currency Symbols
$	Lincoln $5 BILL helped CA$H Money $25.00
